               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 146,            0.030769,            0.011815,                   0,             0.85417,                0.94,             0.92085,             0.46666,            0.031625,            0.012608,                   0,           0.0028225,           0.0028225,           0.0028225
                 147,            0.032379,            0.011855,                   0,               0.936,             0.87749,             0.91558,             0.41079,            0.034179,            0.012683,                   0,            0.002773,            0.002773,            0.002773
                 148,            0.033735,            0.012823,                   0,             0.91925,                0.92,             0.92934,             0.48519,            0.031568,            0.012729,                   0,           0.0027235,           0.0027235,           0.0027235
                 149,            0.031198,            0.012062,                   0,             0.90133,                0.92,             0.91725,              0.4572,            0.031904,            0.012664,                   0,            0.002674,            0.002674,            0.002674
                 150,            0.031988,            0.012525,                   0,             0.95651,                0.88,             0.92257,             0.48576,            0.030733,            0.012693,                   0,           0.0026245,           0.0026245,           0.0026245
                 151,            0.031623,            0.011621,                   0,             0.97811,                 0.9,             0.95124,             0.45707,            0.030588,            0.012579,                   0,            0.002575,            0.002575,            0.002575
                 152,            0.032179,            0.012334,                   0,             0.95652,                0.88,             0.92955,             0.47748,            0.030589,            0.012401,                   0,           0.0025255,           0.0025255,           0.0025255
                 153,            0.032813,            0.011763,                   0,             0.93611,                0.88,             0.91797,             0.43521,            0.033788,            0.012456,                   0,            0.002476,            0.002476,            0.002476
                 154,            0.037386,            0.012724,                   0,             0.92428,                0.98,             0.95518,             0.46092,            0.031345,            0.012294,                   0,           0.0024265,           0.0024265,           0.0024265
                 155,             0.02942,            0.011335,                   0,             0.88869,             0.95813,             0.92799,             0.48188,            0.031222,            0.012358,                   0,            0.002377,            0.002377,            0.002377
                 156,            0.029451,            0.012057,                   0,             0.93765,                0.94,             0.92976,             0.44355,            0.031729,            0.012403,                   0,           0.0023275,           0.0023275,           0.0023275
                 157,            0.029697,            0.011267,                   0,             0.94117,             0.95997,             0.93812,             0.49721,            0.031117,            0.012345,                   0,            0.002278,            0.002278,            0.002278
                 158,            0.029087,            0.011315,                   0,             0.93997,             0.93955,             0.92693,             0.48015,            0.030979,            0.012206,                   0,           0.0022285,           0.0022285,           0.0022285
                 159,            0.030919,            0.010934,                   0,             0.97872,             0.91999,             0.95538,              0.4638,            0.031814,            0.012191,                   0,            0.002179,            0.002179,            0.002179
                 160,            0.028886,            0.011038,                   0,             0.91987,                0.92,              0.9216,              0.4934,            0.030795,            0.012117,                   0,           0.0021295,           0.0021295,           0.0021295
                 161,            0.028134,            0.010914,                   0,             0.97826,             0.89983,             0.95439,             0.46087,            0.032447,            0.012277,                   0,             0.00208,             0.00208,             0.00208
                 162,            0.029784,            0.011913,                   0,             0.91836,             0.89991,             0.92061,             0.51032,            0.029945,            0.012382,                   0,           0.0020305,           0.0020305,           0.0020305
                 163,              0.0316,            0.012035,                   0,             0.91913,                0.92,             0.91123,             0.49174,            0.030823,            0.012433,                   0,            0.001981,            0.001981,            0.001981
                 164,            0.029426,            0.011788,                   0,             0.95652,             0.87997,             0.91588,             0.50152,            0.030033,            0.012384,                   0,           0.0019315,           0.0019315,           0.0019315
                 165,            0.028717,            0.010543,                   0,             0.93616,             0.87978,             0.92268,             0.47835,            0.029791,            0.012363,                   0,            0.001882,            0.001882,            0.001882
                 166,            0.028036,            0.011051,                   0,             0.90344,                0.94,             0.92618,             0.49463,            0.029844,            0.012247,                   0,           0.0018325,           0.0018325,           0.0018325
                 167,            0.026826,            0.011469,                   0,             0.88648,                0.96,             0.93778,             0.48526,            0.030645,            0.012221,                   0,            0.001783,            0.001783,            0.001783
