               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  73,            0.053144,            0.017463,                   0,             0.46132,             0.78261,             0.55706,             0.18844,            0.042318,            0.018751,                   0,           0.0037744,           0.0037744,            0.044674
                  74,            0.045819,            0.017955,                   0,             0.59055,             0.84783,             0.72319,             0.29256,            0.042472,            0.018062,                   0,           0.0037959,           0.0037959,            0.043896
                  75,            0.058522,            0.015726,                   0,             0.81251,             0.78261,             0.82683,             0.25461,            0.046847,            0.019456,                   0,           0.0038165,           0.0038165,            0.043117
                  76,            0.049996,            0.020699,                   0,             0.76132,             0.69565,             0.75236,             0.32064,            0.038073,            0.019585,                   0,           0.0038364,           0.0038364,            0.042336
                  77,            0.046057,            0.017425,                   0,             0.88876,             0.86849,             0.92213,             0.46639,            0.036557,            0.018508,                   0,           0.0038554,           0.0038554,            0.041555
                  78,            0.050529,            0.016075,                   0,             0.49234,             0.71739,             0.57404,             0.15052,             0.05187,            0.018031,                   0,           0.0038737,           0.0038737,            0.040774
                  79,            0.056138,            0.018211,                   0,             0.64809,             0.76067,             0.66452,             0.29971,            0.043578,            0.018774,                   0,           0.0038912,           0.0038912,            0.039991
                  80,            0.045273,            0.017212,                   0,             0.62483,             0.86894,              0.7825,             0.39194,            0.039398,            0.018218,                   0,           0.0039079,           0.0039079,            0.039208
                  81,             0.05465,            0.016046,                   0,             0.74505,             0.88945,             0.86869,             0.35158,            0.039632,            0.019612,                   0,           0.0039238,           0.0039238,            0.038424
                  82,             0.04623,            0.018315,                   0,             0.75449,             0.86957,             0.84959,             0.36586,            0.041143,            0.018159,                   0,           0.0039389,           0.0039389,            0.037639
                  83,             0.05412,            0.015472,                   0,              0.8328,             0.86957,             0.87593,             0.43441,            0.037408,            0.019066,                   0,           0.0039532,           0.0039532,            0.036853
                  84,            0.045443,            0.017091,                   0,             0.92429,             0.80435,             0.89725,             0.40071,            0.038438,            0.017995,                   0,           0.0039667,           0.0039667,            0.036067
                  85,            0.045725,            0.018565,                   0,              0.8862,             0.84646,             0.90222,             0.43085,            0.035811,            0.017853,                   0,           0.0039794,           0.0039794,            0.035279
                  86,            0.043014,            0.015843,                   0,             0.73583,             0.84774,             0.83292,             0.31261,            0.039772,            0.017071,                   0,           0.0039914,           0.0039914,            0.034491
                  87,            0.048452,            0.015303,                   0,             0.58751,               0.867,             0.60663,             0.16272,            0.049196,            0.016941,                   0,           0.0040025,           0.0040025,            0.033703
                  88,            0.053365,            0.017973,                   0,             0.80382,             0.89077,             0.89126,             0.48565,            0.034466,            0.017847,                   0,           0.0040129,           0.0040129,            0.032913
                  89,            0.043429,            0.016135,                   0,             0.60932,             0.84783,             0.69717,             0.31096,            0.036463,            0.017252,                   0,           0.0040224,           0.0040224,            0.032122
                  90,            0.044414,            0.015577,                   0,             0.89895,             0.78261,             0.89962,             0.37446,            0.035429,            0.017689,                   0,           0.0040312,           0.0040312,            0.031331
                  91,            0.039325,            0.016415,                   0,             0.63997,              0.8913,             0.76166,             0.37629,            0.036996,            0.016961,                   0,           0.0040392,           0.0040392,            0.030539
                  92,            0.040993,            0.015339,                   0,             0.95331,              0.8913,             0.97576,             0.56808,            0.033661,            0.016541,                   0,           0.0040464,           0.0040464,            0.029746
                  93,            0.043502,             0.01401,                   0,              0.8913,             0.89127,              0.8874,             0.30672,            0.044133,            0.016114,                   0,           0.0040528,           0.0040528,            0.028953
                  94,             0.04975,            0.013581,                   0,             0.74962,             0.78261,             0.69885,             0.19887,            0.047278,            0.016084,                   0,           0.0040584,           0.0040584,            0.028158
                  95,            0.045602,            0.015331,                   0,             0.88553,             0.84783,             0.86459,             0.40486,            0.033525,            0.017004,                   0,           0.0040632,           0.0040632,            0.027363
                  96,            0.045137,            0.016501,                   0,             0.75463,             0.86917,             0.83672,             0.30914,            0.038579,            0.016389,                   0,           0.0040672,           0.0040672,            0.026567
                  97,            0.043384,            0.015633,                   0,              0.8958,             0.93444,             0.94711,             0.50055,            0.033439,            0.016444,                   0,           0.0040704,           0.0040704,             0.02577
                  98,            0.043721,            0.014951,                   0,             0.93453,             0.93478,             0.94085,             0.57958,            0.030742,            0.016361,                   0,           0.0040729,           0.0040729,            0.024973
                  99,            0.038448,             0.01482,                   0,             0.69343,             0.93478,             0.76447,             0.31575,            0.039525,            0.015845,                   0,           0.0040745,           0.0040745,            0.024175
                 100,            0.044444,            0.015169,                   0,              0.8478,             0.84783,             0.82886,             0.42243,            0.034665,            0.016303,                   0,           0.0040754,           0.0040754,            0.023375
                 101,            0.038723,            0.015743,                   0,             0.87724,             0.93478,             0.93005,             0.55488,            0.032415,            0.015436,                   0,           0.0040754,           0.0040754,            0.022575
                 102,            0.040742,            0.014547,                   0,             0.84084,             0.80395,             0.81307,             0.38919,            0.039013,            0.015555,                   0,           0.0040747,           0.0040747,            0.021775
                 103,            0.044829,            0.015653,                   0,             0.89356,              0.9125,             0.92757,             0.54232,             0.03475,            0.015824,                   0,           0.0040731,           0.0040731,            0.020973
                 104,            0.044961,            0.015308,                   0,             0.49978,             0.76087,             0.48863,             0.17028,            0.051214,             0.01552,                   0,           0.0040708,           0.0040708,            0.020171
                 105,            0.047792,            0.016809,                   0,             0.85982,             0.93478,             0.90742,             0.42037,            0.035508,            0.017215,                   0,           0.0040677,           0.0040677,            0.019368
                 106,            0.042908,            0.015947,                   0,             0.85007,             0.86957,             0.89338,             0.42221,            0.039397,            0.015537,                   0,           0.0040638,           0.0040638,            0.018564
                 107,            0.040966,            0.014276,                   0,             0.95223,             0.86957,             0.95401,             0.50082,            0.032655,            0.016121,                   0,           0.0040591,           0.0040591,            0.017759
                 108,            0.039266,            0.015849,                   0,             0.73053,             0.82609,             0.83053,             0.28332,            0.041476,            0.015863,                   0,           0.0040536,           0.0040536,            0.016954
                 109,            0.040495,            0.015705,                   0,             0.87651,             0.93478,             0.90193,             0.46165,            0.035049,            0.015532,                   0,           0.0040474,           0.0040474,            0.016147
                 110,            0.039282,             0.01483,                   0,             0.66035,             0.84783,              0.7585,             0.32317,             0.04105,            0.015429,                   0,           0.0040403,           0.0040403,             0.01534
                 111,            0.043253,            0.017386,                   0,             0.82221,             0.80435,             0.85404,             0.41125,            0.035462,            0.015197,                   0,           0.0040324,           0.0040324,            0.014532
                 112,            0.040983,            0.013353,                   0,             0.80389,              0.8913,             0.87753,             0.39891,            0.037263,            0.015327,                   0,           0.0040238,           0.0040238,            0.013724
                 113,            0.041116,              0.0133,                   0,             0.92618,             0.84783,             0.92645,             0.54163,            0.032726,            0.015553,                   0,           0.0040143,           0.0040143,            0.012914
                 114,            0.038348,            0.015184,                   0,              0.8111,             0.93478,             0.86091,             0.40037,            0.036822,            0.015123,                   0,           0.0040041,           0.0040041,            0.012104
                 115,            0.041094,            0.013733,                   0,             0.73197,              0.8913,             0.83116,              0.3104,            0.043745,            0.014757,                   0,           0.0039931,           0.0039931,            0.011293
                 116,            0.046545,             0.01412,                   0,             0.91099,             0.91304,             0.93705,              0.4862,            0.035441,             0.01492,                   0,           0.0039812,           0.0039812,            0.010481
                 117,            0.037849,            0.014697,                   0,             0.81458,             0.95652,             0.94325,             0.47245,            0.033554,            0.015188,                   0,           0.0039686,           0.0039686,           0.0096686
                 118,            0.035744,            0.014848,                   0,             0.77962,             0.84783,             0.88129,             0.31082,            0.037194,            0.015297,                   0,           0.0039552,           0.0039552,           0.0088552
